layout,almacen,CAPACITY,zona,MULTIPART,ISACTIVE
1-022-0012-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0012-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0012-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0013-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0013-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0013-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0013-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0013-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0014-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0014-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0014-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0014-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0014-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0015-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0015-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0015-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0015-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0015-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0016-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0016-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0016-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0016-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0016-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0017-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0017-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0017-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0017-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0017-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0018-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0018-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0018-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0018-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0018-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0019-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0019-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0019-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0019-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0019-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0020-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0020-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0020-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0020-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0020-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0021-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0021-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0021-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0021-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0021-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0022-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0022-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0022-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0022-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0022-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0023-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0023-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0023-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0023-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0023-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0024-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0024-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0024-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0024-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0024-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0025-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0025-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0025-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0025-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0025-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0026-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0026-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0026-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0026-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0026-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0027-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0027-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0027-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0027-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0027-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0028-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0028-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0028-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0028-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0028-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0029-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0029-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0029-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0029-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0029-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0030-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0030-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0030-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0030-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0030-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0040-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0040-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0040-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0040-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0041-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0041-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0041-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0041-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0042-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0042-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0042-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0042-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0043-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0043-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0043-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0043-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0044-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0044-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0044-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0044-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0045-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0045-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0045-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0045-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0046-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0046-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0046-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0046-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0047-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0047-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0047-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0047-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0048-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0048-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0048-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0048-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0049-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0049-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0049-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0049-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0050-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0050-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0050-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0050-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0051-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0051-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0051-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-022-0051-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0001-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0001-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0001-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0001-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0001-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0002-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0002-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0002-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0002-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0002-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0003-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0003-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0003-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0003-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0003-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0004-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0004-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0004-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0004-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0004-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0006-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0006-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0006-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0006-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0006-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0008-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0008-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0008-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0008-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0008-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0010-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0010-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0010-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0010-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0010-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0012-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0012-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0012-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0012-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0012-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0014-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0014-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0014-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0014-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0014-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0016-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0016-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0016-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0016-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0016-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0017-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0017-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0017-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0017-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0017-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0018-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0018-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0018-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0018-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0018-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0019-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0019-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0019-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0019-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0019-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0020-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0020-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0020-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0020-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0020-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0021-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0021-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0021-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0021-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0021-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0022-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0022-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0022-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0022-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0022-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0023-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0023-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0023-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0023-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0023-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0024-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0024-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0024-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0024-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0024-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0025-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0025-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0025-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0025-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0025-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0026-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0026-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0026-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0026-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0026-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0027-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0027-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0027-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0027-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0027-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0028-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0028-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0028-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0028-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0028-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0030-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0030-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0030-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0030-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0030-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0032-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0032-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0032-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0032-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0032-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0034-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0034-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0034-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0034-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0034-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0036-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0036-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0036-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0036-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0036-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0038-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0038-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-023-0038-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
